lr_er,lr_er_desc,handNumber,handResult,handsWonRunningTotal,avgHandsWonRunningTotal,handsInInterval,handsWonInInterval,avgHandsWonInInterval,handsInFirstFinalLargeInterval,handsWonInFirstFinalLargeInterval,avgHandsWonInFirstFinalLargeInterval,handsInFirstFinalIntervalFlag,firstLargeIntervalFlag,finalLargeIntervalFlagList
0.05_0.3,"lr: 0.05, er: 0.3",230000,0,90460,0.393304,10000,3977,0.3977,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",240000,1,94522,0.393842,10000,4062,0.4062,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",250000,0,98536,0.394144,10000,4014,0.4014,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",260000,1,102612,0.394662,10000,4076,0.4076,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",270000,1,106549,0.394626,10000,3937,0.3937,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",280000,1,110591,0.394968,10000,4042,0.4042,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",290000,1,114589,0.395134,10000,3998,0.3998,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",300000,0,118555,0.395183,10000,3966,0.3966,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",310000,0,122561,0.395358,10000,4006,0.4006,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",320000,1,126582,0.395569,10000,4021,0.4021,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",330000,0,130535,0.395561,10000,3953,0.3953,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",340000,1,134558,0.395759,10000,4023,0.4023,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",350000,0,138644,0.396126,10000,4086,0.4086,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",360000,0,142608,0.396133,10000,3964,0.3964,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",370000,0,146743,0.396603,10000,4135,0.4135,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",380000,0,150823,0.396903,10000,4080,0.408,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",390000,1,154833,0.397008,10000,4010,0.401,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",400000,0,158887,0.397218,10000,4054,0.4054,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",410000,1,162897,0.39731,10000,4010,0.401,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",420000,1,166965,0.397536,10000,4068,0.4068,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",430000,0,171025,0.397733,10000,4060,0.406,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",440000,0,175116,0.397991,10000,4091,0.4091,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",450000,0,179238,0.398307,10000,4122,0.4122,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",460000,1,183332,0.398548,10000,4094,0.4094,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",470000,0,187493,0.398921,10000,4161,0.4161,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",480000,1,191587,0.39914,10000,4094,0.4094,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",490000,0,195735,0.399459,10000,4148,0.4148,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",500000,1,199810,0.39962,10000,4075,0.4075,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",510000,1,203921,0.399845,10000,4111,0.4111,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",520000,0,208099,0.40019,10000,4178,0.4178,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",530000,1,212188,0.400355,10000,4089,0.4089,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",540000,0,216374,0.400693,10000,4186,0.4186,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",550000,0,220548,0.400996,10000,4174,0.4174,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",560000,0,224657,0.401173,10000,4109,0.4109,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",570000,1,228822,0.401442,10000,4165,0.4165,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",580000,1,233003,0.401729,10000,4181,0.4181,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",590000,1,237163,0.401971,10000,4160,0.416,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",600000,0,241324,0.402207,10000,4161,0.4161,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",610000,1,245473,0.402415,10000,4149,0.4149,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",620000,1,249557,0.402511,10000,4084,0.4084,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",630000,1,253673,0.402656,10000,4116,0.4116,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",640000,1,257895,0.402961,10000,4222,0.4222,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",650000,1,262019,0.403106,10000,4124,0.4124,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",660000,0,266207,0.403344,10000,4188,0.4188,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",670000,0,270381,0.403554,10000,4174,0.4174,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",680000,0,274535,0.403728,10000,4154,0.4154,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",690000,0,278742,0.403974,10000,4207,0.4207,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",700000,0,282869,0.404099,10000,4127,0.4127,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",710000,1,287080,0.404338,10000,4211,0.4211,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",720000,0,291316,0.404606,10000,4236,0.4236,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",730000,0,295491,0.404782,10000,4175,0.4175,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",740000,1,299691,0.404988,10000,4200,0.42,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",750000,1,303952,0.405269,10000,4261,0.4261,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",760000,0,308174,0.405492,10000,4222,0.4222,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",770000,0,312297,0.405581,10000,4123,0.4123,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",780000,0,316487,0.405753,10000,4190,0.419,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",790000,1,320727,0.405984,10000,4240,0.424,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",800000,0,324903,0.406129,10000,4176,0.4176,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",810000,1,329141,0.406347,10000,4238,0.4238,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",820000,0,333435,0.406628,10000,4294,0.4294,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",830000,1,337641,0.406796,10000,4206,0.4206,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",840000,1,341888,0.40701,10000,4247,0.4247,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",850000,0,346045,0.407112,10000,4157,0.4157,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",860000,0,350281,0.407303,10000,4236,0.4236,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",870000,1,354459,0.407424,10000,4178,0.4178,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",880000,0,358775,0.407699,10000,4316,0.4316,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",890000,1,362986,0.407849,10000,4211,0.4211,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",900000,0,367208,0.408009,10000,4222,0.4222,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",910000,0,371480,0.40822,10000,4272,0.4272,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",920000,0,375656,0.408322,10000,4176,0.4176,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",930000,0,379870,0.408462,10000,4214,0.4214,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",940000,0,384054,0.408568,10000,4184,0.4184,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",950000,0,388223,0.408656,10000,4169,0.4169,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",960000,0,392420,0.408771,10000,4197,0.4197,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",970000,1,396629,0.408896,10000,4209,0.4209,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",980000,0,400884,0.409065,10000,4255,0.4255,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",990000,0,405221,0.409314,10000,4337,0.4337,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",1000000,0,409577,0.409577,10000,4356,0.4356,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",1010000,0,413945,0.409847,10000,4368,0.4368,,,,0,0,0
0.05_0.3,"lr: 0.05, er: 0.3",1015963,0,416487,0.409943,5963,2542,0.426295,100000.0,42536.0,0.42536,1,0,1
0.05_0.5,"lr: 0.05, er: 0.5",10000,0,3609,0.3609,10000,3609,0.3609,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",20000,0,7320,0.366,10000,3711,0.3711,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",30000,0,11038,0.367933,10000,3718,0.3718,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",40000,0,14827,0.370675,10000,3789,0.3789,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",50000,0,18590,0.3718,10000,3763,0.3763,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",60000,1,22319,0.371983,10000,3729,0.3729,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",70000,1,26078,0.372543,10000,3759,0.3759,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",80000,0,29809,0.372613,10000,3731,0.3731,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",90000,0,33530,0.372556,10000,3721,0.3721,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",100000,0,37172,0.37172,10000,3642,0.3642,100000.0,37172.0,0.37172,1,1,0
0.05_0.5,"lr: 0.05, er: 0.5",110000,1,40919,0.371991,10000,3747,0.3747,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",120000,0,44675,0.372292,10000,3756,0.3756,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",130000,0,48544,0.373415,10000,3869,0.3869,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",140000,0,52375,0.374107,10000,3831,0.3831,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",150000,0,56191,0.374607,10000,3816,0.3816,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",160000,0,60082,0.375513,10000,3891,0.3891,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",170000,0,63865,0.375676,10000,3783,0.3783,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",180000,0,67687,0.376039,10000,3822,0.3822,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",190000,0,71506,0.376347,10000,3819,0.3819,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",200000,0,75282,0.37641,10000,3776,0.3776,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",210000,1,79101,0.376671,10000,3819,0.3819,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",220000,0,82956,0.377073,10000,3855,0.3855,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",230000,0,86852,0.377617,10000,3896,0.3896,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",240000,0,90679,0.377829,10000,3827,0.3827,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",250000,0,94554,0.378216,10000,3875,0.3875,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",260000,0,98421,0.378542,10000,3867,0.3867,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",270000,0,102210,0.378556,10000,3789,0.3789,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",280000,1,106058,0.378779,10000,3848,0.3848,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",290000,0,109875,0.378879,10000,3817,0.3817,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",300000,1,113745,0.37915,10000,3870,0.387,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",310000,0,117620,0.379419,10000,3875,0.3875,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",320000,1,121477,0.379616,10000,3857,0.3857,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",330000,0,125382,0.379945,10000,3905,0.3905,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",340000,0,129357,0.380462,10000,3975,0.3975,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",350000,0,133230,0.380657,10000,3873,0.3873,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",360000,1,137120,0.380889,10000,3890,0.389,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",370000,0,141063,0.381251,10000,3943,0.3943,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",380000,1,144986,0.381542,10000,3923,0.3923,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",390000,0,148918,0.381841,10000,3932,0.3932,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",400000,0,152799,0.381997,10000,3881,0.3881,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",410000,0,156731,0.382271,10000,3932,0.3932,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",420000,1,160671,0.38255,10000,3940,0.394,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",430000,0,164705,0.383035,10000,4034,0.4034,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",440000,1,168760,0.383545,10000,4055,0.4055,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",450000,0,172754,0.383898,10000,3994,0.3994,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",460000,1,176719,0.384172,10000,3965,0.3965,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",470000,1,180724,0.384519,10000,4005,0.4005,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",480000,1,184723,0.38484,10000,3999,0.3999,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",490000,0,188780,0.385265,10000,4057,0.4057,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",500000,0,192720,0.38544,10000,3940,0.394,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",510000,1,196779,0.385841,10000,4059,0.4059,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",520000,0,200783,0.386121,10000,4004,0.4004,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",530000,0,204767,0.386353,10000,3984,0.3984,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",540000,1,208915,0.38688,10000,4148,0.4148,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",550000,1,212839,0.38698,10000,3924,0.3924,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",560000,1,216765,0.38708,10000,3926,0.3926,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",570000,0,220792,0.387354,10000,4027,0.4027,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",580000,1,224793,0.387574,10000,4001,0.4001,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",590000,1,228876,0.387925,10000,4083,0.4083,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",600000,1,233003,0.388338,10000,4127,0.4127,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",610000,1,237038,0.388587,10000,4035,0.4035,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",620000,0,241112,0.38889,10000,4074,0.4074,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",630000,0,245246,0.389279,10000,4134,0.4134,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",640000,0,249262,0.389472,10000,4016,0.4016,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",650000,1,253362,0.389788,10000,4100,0.41,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",660000,0,257451,0.390077,10000,4089,0.4089,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",670000,0,261508,0.39031,10000,4057,0.4057,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",680000,0,265653,0.390666,10000,4145,0.4145,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",690000,1,269666,0.39082,10000,4013,0.4013,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",700000,0,273759,0.391084,10000,4093,0.4093,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",710000,1,277837,0.39132,10000,4078,0.4078,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",720000,0,281869,0.391485,10000,4032,0.4032,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",730000,0,285975,0.391747,10000,4106,0.4106,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",740000,1,290119,0.392053,10000,4144,0.4144,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",750000,1,294204,0.392272,10000,4085,0.4085,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",760000,0,298346,0.392561,10000,4142,0.4142,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",770000,0,302539,0.392908,10000,4193,0.4193,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",780000,1,306698,0.393203,10000,4159,0.4159,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",790000,0,310882,0.393522,10000,4184,0.4184,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",800000,1,314958,0.393697,10000,4076,0.4076,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",810000,0,319178,0.394047,10000,4220,0.422,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",820000,0,323287,0.394252,10000,4109,0.4109,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",830000,1,327445,0.394512,10000,4158,0.4158,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",840000,0,331692,0.394871,10000,4247,0.4247,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",850000,1,335871,0.395142,10000,4179,0.4179,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",860000,1,340003,0.395352,10000,4132,0.4132,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",870000,0,344230,0.395667,10000,4227,0.4227,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",880000,1,348447,0.395962,10000,4217,0.4217,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",890000,0,352706,0.396299,10000,4259,0.4259,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",900000,1,356859,0.39651,10000,4153,0.4153,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",910000,1,361014,0.396719,10000,4155,0.4155,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",920000,0,365243,0.397003,10000,4229,0.4229,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",930000,0,369542,0.397357,10000,4299,0.4299,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",940000,0,373752,0.397609,10000,4210,0.421,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",950000,0,377963,0.397856,10000,4211,0.4211,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",960000,0,382252,0.398179,10000,4289,0.4289,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",970000,0,386529,0.398484,10000,4277,0.4277,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",980000,1,390799,0.398774,10000,4270,0.427,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",990000,0,394975,0.398965,10000,4176,0.4176,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",1000000,0,399235,0.399235,10000,4260,0.426,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",1010000,1,403466,0.399471,10000,4231,0.4231,,,,0,0,0
0.05_0.5,"lr: 0.05, er: 0.5",1017338,1,406629,0.399699,7338,3163,0.431044,100000.0,42506.0,0.42506,1,0,1
0.05_1,"lr: 0.05, er: 1",10000,0,3131,0.3131,10000,3131,0.3131,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",20000,0,6292,0.3146,10000,3161,0.3161,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",30000,1,9500,0.316667,10000,3208,0.3208,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",40000,0,12747,0.318675,10000,3247,0.3247,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",50000,0,15913,0.31826,10000,3166,0.3166,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",60000,0,19189,0.319817,10000,3276,0.3276,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",70000,0,22442,0.3206,10000,3253,0.3253,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",80000,0,25702,0.321275,10000,3260,0.326,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",90000,0,28926,0.3214,10000,3224,0.3224,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",100000,1,32207,0.32207,10000,3281,0.3281,100000.0,32207.0,0.32207,1,1,0
0.05_1,"lr: 0.05, er: 1",110000,1,35485,0.322591,10000,3278,0.3278,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",120000,1,38851,0.323758,10000,3366,0.3366,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",130000,0,42191,0.324546,10000,3340,0.334,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",140000,0,45511,0.325079,10000,3320,0.332,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",150000,1,48931,0.326207,10000,3420,0.342,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",160000,0,52306,0.326912,10000,3375,0.3375,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",170000,1,55720,0.327765,10000,3414,0.3414,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",180000,0,59126,0.328478,10000,3406,0.3406,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",190000,0,62596,0.329453,10000,3470,0.347,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",200000,0,65897,0.329485,10000,3301,0.3301,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",210000,1,69379,0.330376,10000,3482,0.3482,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",220000,0,72847,0.331123,10000,3468,0.3468,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",230000,0,76227,0.331422,10000,3380,0.338,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",240000,0,79612,0.331717,10000,3385,0.3385,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",250000,0,83042,0.332168,10000,3430,0.343,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",260000,0,86529,0.332804,10000,3487,0.3487,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",270000,1,89938,0.333104,10000,3409,0.3409,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",280000,1,93371,0.333468,10000,3433,0.3433,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",290000,0,96892,0.33411,10000,3521,0.3521,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",300000,1,100416,0.33472,10000,3524,0.3524,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",310000,0,103881,0.3351,10000,3465,0.3465,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",320000,0,107352,0.335475,10000,3471,0.3471,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",330000,1,110912,0.336097,10000,3560,0.356,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",340000,0,114543,0.336891,10000,3631,0.3631,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",350000,1,118081,0.337374,10000,3538,0.3538,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",360000,0,121587,0.337742,10000,3506,0.3506,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",370000,0,125159,0.338268,10000,3572,0.3572,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",380000,0,128749,0.338813,10000,3590,0.359,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",390000,0,132472,0.339672,10000,3723,0.3723,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",400000,1,136097,0.340243,10000,3625,0.3625,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",410000,0,139631,0.340563,10000,3534,0.3534,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",420000,0,143330,0.341262,10000,3699,0.3699,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",430000,0,146949,0.341742,10000,3619,0.3619,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",440000,1,150602,0.342277,10000,3653,0.3653,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",450000,1,154254,0.342787,10000,3652,0.3652,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",460000,0,157971,0.343415,10000,3717,0.3717,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",470000,0,161592,0.343813,10000,3621,0.3621,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",480000,1,165260,0.344292,10000,3668,0.3668,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",490000,1,168995,0.344888,10000,3735,0.3735,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",500000,1,172747,0.345494,10000,3752,0.3752,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",510000,1,176482,0.346043,10000,3735,0.3735,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",520000,0,180158,0.346458,10000,3676,0.3676,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",530000,1,183945,0.347066,10000,3787,0.3787,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",540000,0,187764,0.347711,10000,3819,0.3819,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",550000,0,191488,0.34816,10000,3724,0.3724,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",560000,0,195211,0.348591,10000,3723,0.3723,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",570000,0,199000,0.349123,10000,3789,0.3789,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",580000,0,202803,0.34966,10000,3803,0.3803,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",590000,1,206528,0.350047,10000,3725,0.3725,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",600000,0,210320,0.350533,10000,3792,0.3792,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",610000,1,214151,0.351067,10000,3831,0.3831,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",620000,1,217919,0.351482,10000,3768,0.3768,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",630000,0,221734,0.351959,10000,3815,0.3815,,,,0,0,0
0.05_1,"lr: 0.05, er: 1",640000,0,225573,0.352458,10000,3839,0.3839,,,,0,0,0
