lr_er_combo,learningRate,explorationRate,playerHandValue,dealerUpCardValue,usableAce,standGamesWon,standTotalGames,standAvgWinRate,hitGamesWon,hitTotalGames,hitAvgWinRate,doubleDownGamesWon,doubleDownTotalGames,doubleDownAvgWinRate,splitGamesWon,splitTotalGames,splitAvgWinRate,joinKey,minBet_bet,minBet_standQvalue,minBet_hitQvalue,minBet_doubleDownQvalue,minBet_splitQvalue,midBet_bet,midBet_standQvalue,midBet_hitQvalue,midBet_doubleDownQvalue,midBet_splitQvalue,maxBet_bet,maxBet_standQvalue,maxBet_hitQvalue,maxBet_doubleDownQvalue,maxBet_splitQvalue
0.05_0.05,0.05,0.05,16,3,TRUE,117,315,0.371,392,861,0.455,6,32,0.188,0,0,0,0.05_0.05_16_3_True,10,-2.772,-4.216,-5.208,0,50,-19.202,10.016,-26.841,0,100,-28.25,2.106,-27.194,0
0.05_0.05,0.05,0.05,16,3,FALSE,2269,6055,0.375,295,1217,0.242,19,88,0.216,291,584,0.498,0.05_0.05_16_3_False,10,-6.658,-6.75,-8.858,-6.757,50,-11.964,-31.111,-46.368,10.735,100,-62.516,-53.841,-72.592,8.886
0.05_0.05,0.05,0.05,16,4,TRUE,66,172,0.384,490,986,0.497,11,39,0.282,0,0,0,0.05_0.05_16_4_True,10,-1.425,-3.763,-3.838,0,50,-18.4,-5.755,-20.837,0,100,-29.57,10.952,-39.709,0
0.05_0.05,0.05,0.05,16,4,FALSE,2667,6694,0.398,170,717,0.237,20,86,0.233,271,556,0.487,0.05_0.05_16_4_False,10,-3.993,-6.391,-11.212,-5.658,50,-4.83,-30.64,-39.02,1.148,100,-18.617,-56.305,-65.915,23.914
0.05_0.05,0.05,0.05,16,5,TRUE,118,288,0.41,415,861,0.482,5,25,0.2,0,0,0,0.05_0.05_16_5_True,10,-2.534,1.449,-4.141,0,50,-15.748,-4.361,-8.549,0,100,-49.306,22.63,-44.837,0
0.05_0.05,0.05,0.05,16,5,FALSE,2809,6696,0.42,136,490,0.278,14,76,0.184,361,744,0.485,0.05_0.05_16_5_False,10,-4.23,-6.435,-9.326,2.732,50,-22.101,-31.495,-35.277,0.009,100,8.323,-48.049,-92.807,-14.874
0.05_0.05,0.05,0.05,16,6,TRUE,41,111,0.369,539,1057,0.51,2,18,0.111,0,0,0,0.05_0.05_16_6_True,10,-3.779,-1.521,-3.71,0,50,-12.808,17.705,-16.491,0,100,-39.864,15.253,-43.589,0
0.05_0.05,0.05,0.05,16,6,FALSE,2778,6547,0.424,111,454,0.244,26,100,0.26,326,636,0.513,0.05_0.05_16_6_False,10,-0.83,-5.669,-6.989,0.129,50,-15.04,-29.357,-42.725,2.851,100,-19.649,-54.535,-91.337,52.994
0.05_0.05,0.05,0.05,16,7,TRUE,17,77,0.221,497,1119,0.444,12,42,0.286,0,0,0,0.05_0.05_16_7_True,10,-3.599,0.47,-4.55,0,50,-21.89,-13.855,-20.155,0,100,-45.325,-39.134,-46.154,0
0.05_0.05,0.05,0.05,16,7,FALSE,760,2757,0.276,1649,6106,0.27,18,89,0.202,407,774,0.526,0.05_0.05_16_7_False,10,-7.005,-6.287,-10.755,0.098,50,-22.894,-39.07,-45.607,-11.318,100,-76.146,-24.758,-96.687,48.469
0.05_0.05,0.05,0.05,16,8,TRUE,13,87,0.149,433,1030,0.42,11,46,0.239,0,0,0,0.05_0.05_16_8_True,10,-5.114,-3.939,-5.68,0,50,-29.585,-7.184,-29.538,0,100,-55.877,-2.753,-45.244,0
0.05_0.05,0.05,0.05,16,8,FALSE,753,2970,0.254,1478,5941,0.249,45,168,0.268,223,614,0.363,0.05_0.05_16_8_False,10,-5.3,-7.588,-9.13,-2.327,50,-41.883,-18.844,-41.863,-27.544,100,-79.643,-61.57,-107.526,-46.566
0.05_0.05,0.05,0.05,16,9,TRUE,19,94,0.202,368,1054,0.349,7,33,0.212,0,0,0,0.05_0.05_16_9_True,10,-4.785,-3.025,-5.131,0,50,-27.072,-2.711,-25.739,0,100,-58.627,-34.604,-53.349,0
0.05_0.05,0.05,0.05,16,9,FALSE,925,4046,0.229,1045,4874,0.214,17,91,0.187,128,384,0.333,0.05_0.05_16_9_False,10,-6.121,-7.722,-8.218,-5.197,50,-44.264,-15.824,-43.236,-37.3,100,-86.797,-57.469,-85.933,-25.901
0.05_0.05,0.05,0.05,16,10,TRUE,47,219,0.215,1581,4371,0.362,10,59,0.169,0,0,0,0.05_0.05_16_10_True,10,-7.128,-3.5,-10.108,0,50,-36.486,-12.924,-35.763,0,100,-65.526,-19.835,-89.352,0
0.05_0.05,0.05,0.05,16,10,FALSE,3382,14541,0.233,3941,19191,0.205,48,243,0.198,204,654,0.312,0.05_0.05_16_10_False,10,-8.553,-6.145,-9.437,-8.12,50,-25.312,-40.042,-76.056,-42.242,100,-81.376,-52.487,-101.909,-81.781
0.05_0.05,0.05,0.05,17,1,TRUE,40,206,0.194,184,624,0.295,5,36,0.139,0,0,0,0.05_0.05_17_1_True,10,-4.752,-5.115,-5.651,0,50,-29.257,-22.973,-30.023,0,100,-61.546,-12.143,-63.515,0
0.05_0.05,0.05,0.05,17,1,FALSE,850,5238,0.162,274,1421,0.193,28,117,0.239,0,0,0,0.05_0.05_17_1_False,10,-6.521,-7.886,-7.744,0,50,-42.562,-28.764,-60.335,0,100,-81.069,-54.791,-79.857,0
0.05_0.05,0.05,0.05,17,2,TRUE,161,440,0.366,343,797,0.43,14,48,0.292,0,0,0,0.05_0.05_17_2_True,10,-5.258,2.01,-5.574,0,50,-18.695,-8.144,-24.708,0,100,0.575,-44.065,-48.273,0
0.05_0.05,0.05,0.05,17,2,FALSE,2600,7404,0.351,27,153,0.176,13,58,0.224,0,0,0,0.05_0.05_17_2_False,10,-0.84,-6.07,-6.093,0,50,-10.361,-31.469,-36.844,0,100,-21.041,-55.164,-62.655,0
0.05_0.05,0.05,0.05,17,3,TRUE,268,704,0.381,269,596,0.451,9,33,0.273,0,0,0,0.05_0.05_17_3_True,10,-3.857,1.49,-3.976,0,50,-10.319,-20.879,-28.607,0,100,5.941,-30.47,-27.194,0
0.05_0.05,0.05,0.05,17,3,FALSE,2737,7183,0.381,20,136,0.147,24,91,0.264,0,0,0,0.05_0.05_17_3_False,10,-3.038,-6.17,-9.923,0,50,-13.267,-31.591,-30.684,0,100,-22.267,-49.532,-73.311,0
0.05_0.05,0.05,0.05,17,4,TRUE,183,490,0.373,378,780,0.485,5,26,0.192,0,0,0,0.05_0.05_17_4_True,10,-4.234,0.609,-4.283,0,50,-17.909,-7.987,-19.882,0,100,-17.915,-31.087,-36.325,0
0.05_0.05,0.05,0.05,17,4,FALSE,2835,7007,0.405,50,216,0.231,27,100,0.27,0,0,0,0.05_0.05_17_4_False,10,-1.515,-5.882,-8.537,0,50,-3.646,-24.717,-43.045,0,100,-21.034,-44.373,-81.447,0
0.05_0.05,0.05,0.05,17,5,TRUE,96,236,0.407,570,1098,0.519,2,12,0.167,0,0,0,0.05_0.05_17_5_True,10,-3.205,1.665,-3.71,0,50,-14.331,-0.265,-9.976,0,100,-18.544,32.009,-17.099,0
0.05_0.05,0.05,0.05,17,5,FALSE,2883,6804,0.424,63,255,0.247,10,57,0.175,0,0,0,0.05_0.05_17_5_False,10,-0.073,-6.295,-9.203,0,50,0.319,-23.899,-23.777,0,100,-0.696,-56.691,-88.255,0
0.05_0.05,0.05,0.05,17,6,TRUE,121,272,0.445,518,1021,0.507,2,20,0.1,0,0,0,0.05_0.05_17_6_True,10,-2.771,3.699,-5.335,0,50,5.021,-14.053,-26.674,0,100,-16.314,15.383,-37.099,0
0.05_0.05,0.05,0.05,17,6,FALSE,2922,6976,0.419,36,161,0.224,23,87,0.264,0,0,0,0.05_0.05_17_6_False,10,1.056,-4.9,-10.709,0,50,7.963,-18.687,-26.709,0,100,-29.714,-53.788,-90.633,0
0.05_0.05,0.05,0.05,17,7,TRUE,91,399,0.228,385,912,0.422,4,22,0.182,0,0,0,0.05_0.05_17_7_True,10,-3.411,0.898,-4.451,0,50,-6.331,-17.771,-22.622,0,100,-30.889,2.103,-32.119,0
0.05_0.05,0.05,0.05,17,7,FALSE,2399,8896,0.27,46,207,0.222,27,85,0.318,0,0,0,0.05_0.05_17_7_False,10,-3.247,-5.569,-5.758,0,50,-1.571,-27.673,-30.55,0,100,7.714,-61.148,-55.979,0
0.05_0.05,0.05,0.05,17,8,TRUE,32,140,0.229,464,1157,0.401,11,42,0.262,0,0,0,0.05_0.05_17_8_True,10,-4.557,-1.029,-5.005,0,50,-24.222,0.759,-22.664,0,100,-45.101,-0.372,-48.934,0
0.05_0.05,0.05,0.05,17,8,FALSE,1829,7804,0.234,340,1518,0.224,26,113,0.23,0,0,0,0.05_0.05_17_8_False,10,-4.465,-6.161,-9.751,0,50,-38.305,-21.093,-46.479,0,100,-59.461,-75.175,-76.909,0
0.05_0.05,0.05,0.05,17,9,TRUE,51,246,0.207,408,1108,0.368,9,40,0.225,0,0,0,0.05_0.05_17_9_True,10,-5.212,-4.015,-4.997,0,50,-28.294,-19.511,-29.585,0,100,-48.521,-14.702,-53.824,0
0.05_0.05,0.05,0.05,17,9,FALSE,1781,7947,0.224,201,992,0.203,40,150,0.267,0,0,0,0.05_0.05_17_9_False,10,-5.871,-7.489,-9.29,0,50,-12.784,-40.141,-33.156,0,100,-44.873,-76.42,-90.289,0
0.05_0.05,0.05,0.05,17,10,TRUE,53,275,0.193,1623,4677,0.347,9,56,0.161,0,0,0,0.05_0.05_17_10_True,10,-6.686,-0.937,-7.944,0,50,-32.458,-10.26,-48.051,0,100,-50.655,-27.693,-78.638,0
0.05_0.05,0.05,0.05,17,10,FALSE,6927,30002,0.231,640,3697,0.173,31,189,0.164,0,0,0,0.05_0.05_17_10_False,10,-5.506,-7.54,-10.226,0,50,-21.692,-37.869,-61.811,0,100,-42.847,-77.59,-113.274,0
0.05_0.05,0.05,0.05,18,1,TRUE,142,413,0.344,199,515,0.386,4,23,0.174,0,0,0,0.05_0.05_18_1_True,10,-3.91,-0.586,-4.011,0,50,-22.941,-5.565,-22.43,0,100,-34.699,-32.716,-36.67,0
0.05_0.05,0.05,0.05,18,1,FALSE,2166,6178,0.351,15,116,0.129,9,50,0.18,81,200,0.405,0.05_0.05_18_1_False,10,-0.851,-6.732,-5.822,-1.733,50,0.396,-25.009,-44.958,-22.244,100,-33.087,-75.884,-62.435,11.739
0.05_0.05,0.05,0.05,18,2,TRUE,602,1214,0.496,64,159,0.403,4,25,0.16,0,0,0,0.05_0.05_18_2_True,10,2.111,-1.824,-6.669,0,50,-2.774,-14.812,-22.815,0,100,5.201,-34.912,-32.982,0
0.05_0.05,0.05,0.05,18,2,FALSE,3380,6643,0.509,21,101,0.208,3,42,0.071,55,122,0.451,0.05_0.05_18_2_False,10,0.702,-4.142,-10.245,-0.658,50,13.873,-27.368,-39.304,-9.477,100,7.161,-29.105,-75.796,-11.904
0.05_0.05,0.05,0.05,18,3,TRUE,469,932,0.503,214,420,0.51,2,13,0.154,0,0,0,0.05_0.05_18_3_True,10,2.789,-0.276,-2.624,0,50,-7.892,8.563,-8.549,0,100,12.681,-23.567,-37.099,0
0.05_0.05,0.05,0.05,18,3,FALSE,3347,6641,0.504,26,130,0.2,10,57,0.175,29,82,0.354,0.05_0.05_18_3_False,10,3.386,-3.654,-8.393,-0.969,50,10.576,-21.074,-40.263,-5.558,100,26.979,-58.943,-66.459,-31.341
0.05_0.05,0.05,0.05,18,4,TRUE,552,1049,0.526,219,427,0.513,3,16,0.188,0,0,0,0.05_0.05_18_4_True,10,2.877,-1.353,-2.853,0,50,19.932,-3.054,-14.262,0,100,10.741,-26.589,-25.498,0
0.05_0.05,0.05,0.05,18,4,FALSE,3395,6356,0.534,13,83,0.157,9,53,0.17,207,376,0.551,0.05_0.05_18_4_False,10,3.804,-5.342,-5.682,4.642,50,4.201,-20.393,-45.529,11.642,100,19.173,-48.576,-76.096,-16.977
0.05_0.05,0.05,0.05,18,5,TRUE,689,1211,0.569,123,233,0.528,8,22,0.364,0,0,0,0.05_0.05_18_5_True,10,1.744,-1.783,-1.138,0,50,-3.284,2.896,-14.262,0,100,34.358,-5.513,-10,0
0.05_0.05,0.05,0.05,18,5,FALSE,3384,6277,0.539,13,67,0.194,9,43,0.209,148,256,0.578,0.05_0.05_18_5_False,10,2.502,-2.886,-5.14,-1.048,50,14.786,-22.369,-35.745,14.513,100,36.021,-30.702,-36.775,-2.629
0.05_0.05,0.05,0.05,18,6,TRUE,594,1030,0.577,228,416,0.548,2,10,0.2,0,0,0,0.05_0.05_18_6_True,10,-0.288,1.226,-1,0,50,6.04,-1.654,-5,0,100,-9.377,12.471,-29.34,0
0.05_0.05,0.05,0.05,18,6,FALSE,3776,6450,0.585,21,90,0.233,21,64,0.328,8,24,0.333,0.05_0.05_18_6_False,10,-0.194,-0.843,-3.052,-1.45,50,13.82,-25.762,-28.285,-7.644,100,-2.92,-38.213,-57.342,0.5
0.05_0.05,0.05,0.05,18,7,TRUE,772,1244,0.621,143,256,0.559,4,12,0.333,0,0,0,0.05_0.05_18_7_True,10,2.454,-0.121,-2.524,0,50,22.594,-5.114,1.583,0,100,63.877,12.622,-10,0
0.05_0.05,0.05,0.05,18,7,FALSE,5463,8695,0.628,15,89,0.169,7,35,0.2,7,20,0.35,0.05_0.05_18_7_False,10,4.653,-5.408,-5.926,-1.95,50,16.862,-28.265,-22.425,-5,100,28.435,-24.689,-47.473,11.145
0.05_0.05,0.05,0.05,18,8,TRUE,313,797,0.393,289,636,0.454,6,20,0.3,0,0,0,0.05_0.05_18_8_True,10,0.268,-1.968,-1.847,0,50,5.865,-10.213,-9.75,0,100,-2.978,-22.697,-26.725,0
0.05_0.05,0.05,0.05,18,8,FALSE,3117,8532,0.365,21,125,0.168,6,53,0.113,214,436,0.491,0.05_0.05_18_8_False,10,0.871,-6.503,-9.303,-1.521,50,9.617,-30.301,-45.841,8.383,100,34.969,-52.706,-66.636,-10.407
0.05_0.05,0.05,0.05,18,9,TRUE,219,616,0.356,307,776,0.396,1,23,0.043,0,0,0,0.05_0.05_18_9_True,10,-4.885,-2.811,-6.731,0,50,-18.495,-3.161,-20.666,0,100,-18.778,-37.659,-50.597,0
0.05_0.05,0.05,0.05,18,9,FALSE,2921,8186,0.357,30,190,0.158,6,49,0.122,123,316,0.389,0.05_0.05_18_9_False,10,-2.341,-6.714,-7.743,-0.607,50,-8.124,-38.369,-53.457,-15.575,100,-17.669,-58.281,-65.955,-9.47
0.05_0.05,0.05,0.05,18,10,TRUE,746,2101,0.355,1279,3485,0.367,4,44,0.091,0,0,0,0.05_0.05_18_10_True,10,-4.962,-1.323,-6.42,0,50,-22.88,-0.328,-40.52,0,100,-54.454,-21.413,-89.337,0
0.05_0.05,0.05,0.05,18,10,FALSE,10859,30832,0.352,74,497,0.149,18,139,0.129,210,534,0.393,0.05_0.05_18_10_False,10,-0.625,-7.364,-12.276,-7.551,50,-2.565,-31.523,-71.084,-19.605,100,-30.234,-70.399,-151.04,-54.768
0.05_0.05,0.05,0.05,19,1,TRUE,538,978,0.55,21,55,0.382,0,8,0,0,0,0,0.05_0.05_19_1_True,10,2.498,-2.003,-4.524,0,50,16.674,-2.372,-9.75,0,100,20.131,-22.622,-10,0
0.05_0.05,0.05,0.05,19,1,FALSE,3108,5804,0.535,14,84,0.167,1,19,0.053,0,0,0,0.05_0.05_19_1_False,10,2.074,-6.865,-7.394,0,50,5.347,-16.084,-22.622,0,100,21.763,-61.625,-27.194,0
0.05_0.05,0.05,0.05,19,2,TRUE,888,1434,0.619,7,20,0.35,1,12,0.083,0,0,0,0.05_0.05_19_2_True,10,5.449,-0.975,-3.71,0,50,11.883,-8.895,-9.976,0,100,26.721,-4.763,-37.099,0
0.05_0.05,0.05,0.05,19,2,FALSE,3769,6043,0.624,8,58,0.138,7,33,0.212,0,0,0,0.05_0.05_19_2_False,10,4.016,-1.523,-1.684,0,50,26.612,-30.091,-36.783,0,100,45.382,-35.526,-60.333,0
0.05_0.05,0.05,0.05,19,3,TRUE,765,1231,0.621,146,261,0.559,2,10,0.2,0,0,0,0.05_0.05_19_3_True,10,4.199,-0.769,-1.95,0,50,18.513,-0.809,-18.549,0,100,24.561,3.752,0.951,0
0.05_0.05,0.05,0.05,19,3,FALSE,3779,5956,0.634,4,55,0.073,5,40,0.125,0,0,0,0.05_0.05_19_3_False,10,3.846,-4.517,-4.926,0,50,17.97,-29.094,-42.978,0,100,43.918,-46.481,-71.532,0
0.05_0.05,0.05,0.05,19,4,TRUE,890,1377,0.646,12,27,0.444,1,6,0.167,0,0,0,0.05_0.05_19_4_True,10,3.397,-0.345,0,0,50,22.609,-4.794,-4.262,0,100,51.992,-1.306,-28.525,0
0.05_0.05,0.05,0.05,19,4,FALSE,3790,5863,0.646,12,63,0.19,5,37,0.135,0,0,0,0.05_0.05_19_4_False,10,4.183,-3.739,-7.298,0,50,20.877,-22.566,-26.27,0,100,31.613,-22.982,-71.866,0
0.05_0.05,0.05,0.05,19,5,TRUE,987,1456,0.678,12,21,0.571,0,8,0,0,0,0,0.05_0.05_19_5_True,10,6.144,0.274,-2.853,0,50,24.303,0.238,-14.262,0,100,57.48,8.321,-19.5,0
0.05_0.05,0.05,0.05,19,5,FALSE,3616,5553,0.651,8,68,0.118,4,28,0.143,0,0,0,0.05_0.05_19_5_False,10,4.039,-4.474,-2.81,0,50,28.881,-25.886,-46.098,0,100,50.805,-45.204,-41.327,0
0.05_0.05,0.05,0.05,19,6,TRUE,997,1444,0.69,7,20,0.35,0,7,0,0,0,0,0.05_0.05_19_6_True,10,6.038,-0.327,-2.853,0,50,24.745,-8.732,-5,0,100,44.583,-14.262,-28.525,0
0.05_0.05,0.05,0.05,19,6,FALSE,3978,5682,0.7,4,47,0.085,3,21,0.143,0,0,0,0.05_0.05_19_6_False,10,6.382,-2.841,-1.996,0,50,17.161,-21.817,-29.502,0,100,50.407,-62.265,-52.982,0
0.05_0.05,0.05,0.05,19,7,TRUE,791,1042,0.759,291,506,0.575,0,9,0,0,0,0,0.05_0.05_19_7_True,10,5.618,-0.476,0,0,50,-3.774,-1.604,-14.262,0,100,48.328,-2.093,-52.982,0
0.05_0.05,0.05,0.05,19,7,FALSE,5985,7808,0.767,14,80,0.175,3,21,0.143,0,0,0,0.05_0.05_19_7_False,10,4.925,-5.464,-4.563,0,50,31.417,-20.267,-22.622,0,100,38.751,-44.063,-35.467,0
0.05_0.05,0.05,0.05,19,8,TRUE,1108,1490,0.744,5,13,0.385,1,11,0.091,0,0,0,0.05_0.05_19_8_True,10,4.703,-0.452,-1.95,0,50,26.02,-2.381,-21.491,0,100,65.481,9.525,-9.525,0
0.05_0.05,0.05,0.05,19,8,FALSE,5895,8059,0.731,13,85,0.153,3,39,0.077,0,0,0,0.05_0.05_19_8_False,10,3.78,-3.693,-9.192,0,50,30.841,-29.936,-39.837,0,100,50.766,-44.501,-78.659,0
0.05_0.05,0.05,0.05,19,9,TRUE,722,1460,0.495,52,117,0.444,1,8,0.125,0,0,0,0.05_0.05_19_9_True,10,0.922,-0.951,-1,0,50,17.105,-6.326,-9.525,0,100,29.792,6.811,-28.525,0
0.05_0.05,0.05,0.05,19,9,FALSE,3558,7553,0.471,9,74,0.122,3,34,0.088,0,0,0,0.05_0.05_19_9_False,10,2.326,-6.187,-7.067,0,50,3.516,-25.177,-43.12,0,100,14.768,-61.335,-67.316,0
0.05_0.05,0.05,0.05,19,10,TRUE,2390,5090,0.47,412,1017,0.405,3,35,0.086,0,0,0,0.05_0.05_19_10_True,10,2.418,-3.409,-8.849,0,50,0.848,-11.731,-40.017,0,100,-12.262,-32.27,-52.982,0
0.05_0.05,0.05,0.05,19,10,FALSE,13622,28765,0.474,36,359,0.1,14,115,0.122,0,0,0,0.05_0.05_19_10_False,10,1.133,-6.881,-12.24,0,50,0.224,-35.944,-46.21,0,100,1.346,-83.927,-122.298,0
0.05_0.05,0.05,0.05,20,1,TRUE,775,1048,0.74,5,9,0.556,0,7,0,0,0,0,0.05_0.05_20_1_True,10,6.381,-0.025,-1.95,0,50,22.155,4.988,-18.549,0,100,52.817,-4.262,-10,0
0.05_0.05,0.05,0.05,20,1,FALSE,5891,8063,0.731,6,79,0.076,3,44,0.068,5,12,0.417,0.05_0.05_20_1_False,10,7.716,-7.036,-9.537,0.927,50,27.631,-33.876,-33.577,0,100,54.959,-56.482,-104.99,-5
0.05_0.05,0.05,0.05,20,2,TRUE,1077,1448,0.744,3,6,0.5,1,11,0.091,0,0,0,0.05_0.05_20_2_True,10,6.677,0,-4.133,0,50,33.583,2.613,-14.262,0,100,46.294,0.25,-10,0
0.05_0.05,0.05,0.05,20,2,FALSE,7276,9645,0.754,7,95,0.074,4,56,0.071,16,38,0.421,0.05_0.05_20_2_False,10,6.532,-6.526,-7.736,-3.073,50,34.072,-31.836,-60.179,7.138,100,60.423,-73.49,-115.727,0.5
0.05_0.05,0.05,0.05,20,3,TRUE,1129,1500,0.753,9,13,0.692,1,8,0.125,0,0,0,0.05_0.05_20_3_True,10,6.637,0.476,-1.95,0,50,38.426,-1.798,-4.763,0,100,54.461,22.622,-28.525,0
0.05_0.05,0.05,0.05,20,3,FALSE,7136,9413,0.758,4,75,0.053,2,60,0.033,12,20,0.6,0.05_0.05_20_3_False,10,6.275,-7.073,-12.828,0.902,50,24.04,-26.506,-53.783,0.244,100,76.349,-67.391,-124.528,18.525
0.05_0.05,0.05,0.05,20,4,TRUE,1111,1443,0.77,8,14,0.571,1,12,0.083,0,0,0,0.05_0.05_20_4_True,10,6.532,1.746,-6.033,0,50,39.259,2.375,-14.262,0,100,81.025,-5.023,0.5,0
0.05_0.05,0.05,0.05,20,4,FALSE,6953,8979,0.774,11,89,0.124,1,50,0.02,14,34,0.412,0.05_0.05_20_4_False,10,6.18,-7.573,-7.866,-1.048,50,36.14,-20.271,-64.152,-6.187,100,52.907,-59.986,-120.556,3.645
0.05_0.05,0.05,0.05,20,5,TRUE,982,1289,0.762,139,220,0.632,1,11,0.091,0,0,0,0.05_0.05_20_5_True,10,5.779,0.951,-3.71,0,50,28.681,-0.125,-9.525,0,100,58.551,8.109,-28.525,0
0.05_0.05,0.05,0.05,20,5,FALSE,6947,8958,0.776,7,94,0.074,6,63,0.095,11,24,0.458,0.05_0.05_20_5_False,10,8.132,-7.456,-10.38,-0.819,50,34.859,-25.786,-58.291,9.75,100,53.578,-61.419,-97.019,-5.25
0.05_0.05,0.05,0.05,20,6,TRUE,1198,1497,0.8,17,28,0.607,0,9,0,0,0,0,0.05_0.05_20_6_True,10,8.088,0.982,-2.853,0,50,27.241,6.702,-9.75,0,100,55.426,13.383,-37.099,0
0.05_0.05,0.05,0.05,20,6,FALSE,6825,8574,0.796,7,61,0.115,4,53,0.075,11,20,0.55,0.05_0.05_20_6_False,10,7.693,-4.013,-10.733,-0.525,50,39.564,-20.934,-49.851,9.287,100,65.316,-56.136,-95.965,-0.451
0.05_0.05,0.05,0.05,20,7,TRUE,1342,1608,0.835,13,23,0.565,0,6,0,0,0,0,0.05_0.05_20_7_True,10,8.534,-0.673,-2.853,0,50,31.594,2.371,-5,0,100,62.01,18.549,-19.5,0
0.05_0.05,0.05,0.05,20,7,FALSE,9411,11123,0.846,8,107,0.075,5,61,0.082,11,18,0.611,0.05_0.05_20_7_False,10,8.29,-6.806,-10.662,0.905,50,36.313,-40.238,-67.865,5,100,56.675,-67.891,-92.955,0
0.05_0.05,0.05,0.05,20,8,TRUE,1278,1502,0.851,16,34,0.471,1,6,0.167,0,0,0,0.05_0.05_20_8_True,10,6.972,0.876,-0.853,0,50,30.858,2.726,-5,0,100,86.327,-8.549,-19.5,0
0.05_0.05,0.05,0.05,20,8,FALSE,9947,11573,0.86,9,105,0.086,5,40,0.125,14,26,0.538,0.05_0.05_20_8_False,10,7.898,-7.536,-8.044,-0.56,50,44.089,-27.837,-27.95,5,100,86.983,-69.514,-74.924,9.074
0.05_0.05,0.05,0.05,20,9,TRUE,1250,1507,0.829,16,37,0.432,0,5,0,0,0,0,0.05_0.05_20_9_True,10,7.795,0.477,-2.853,0,50,38.147,-4.596,-5,0,100,66.967,-9.75,-10,0
0.05_0.05,0.05,0.05,20,9,FALSE,9009,10965,0.822,9,109,0.083,7,47,0.149,13,20,0.65,0.05_0.05_20_9_False,10,6.922,-6.252,-5.102,-0.95,50,36.082,-36.824,-41.781,4.049,100,70.32,-61.329,-102.464,27.099
0.05_0.05,0.05,0.05,20,10,TRUE,3761,6238,0.603,31,69,0.449,4,25,0.16,0,0,0,0.05_0.05_20_10_True,10,3.133,-1.851,-4.194,0,50,20.595,-1.842,-21.593,0,100,47.705,9.933,-57.661,0
0.05_0.05,0.05,0.05,20,10,FALSE,24093,40393,0.596,28,379,0.074,21,188,0.112,23,76,0.303,0.05_0.05_20_10_False,10,5.961,-8.953,-10.983,-5.728,50,27.038,-38.989,-79.127,-16.886,100,57.669,-90.371,-166.319,-8.282
0.05_0.05,0.05,0.05,21,1,TRUE,474,499,0.95,0,0,0,0,0,0,0,0,0,0.05_0.05_21_1_True,10,10300.642,0,0,0,50,41157.603,0,0,0,100,18177.83,0,0,0
0.05_0.05,0.05,0.05,21,1,FALSE,2830,3065,0.923,0,0,0,0,0,0,0,0,0,0.05_0.05_21_1_False,10,8.583,0,0,0,50,49.77,0,0,0,100,72.312,0,0,0
0.05_0.05,0.05,0.05,21,2,TRUE,548,620,0.884,0,0,0,0,0,0,0,0,0,0.05_0.05_21_2_True,10,591.261,0,0,0,50,1226.447,0,0,0,100,22297.047,0,0,0
0.05_0.05,0.05,0.05,21,2,FALSE,1904,2127,0.895,0,0,0,0,0,0,0,0,0,0.05_0.05_21_2_False,10,9.342,0,0,0,50,41.806,0,0,0,100,96.568,0,0,0
0.05_0.05,0.05,0.05,21,3,TRUE,520,590,0.881,0,0,0,0,0,0,0,0,0,0.05_0.05_21_3_True,10,19056.185,0,0,0,50,3041.874,0,0,0,100,1330.261,0,0,0
0.05_0.05,0.05,0.05,21,3,FALSE,1769,1980,0.893,0,0,0,0,0,0,0,0,0,0.05_0.05_21_3_False,10,8.499,0,0,0,50,42.541,0,0,0,100,90.664,0,0,0
0.05_0.05,0.05,0.05,21,4,TRUE,530,592,0.895,0,0,0,0,0,0,0,0,0,0.05_0.05_21_4_True,10,11412.925,0,0,0,50,2369.149,0,0,0,100,2511.018,0,0,0
0.05_0.05,0.05,0.05,21,4,FALSE,1595,1777,0.898,0,0,0,0,0,0,0,0,0,0.05_0.05_21_4_False,10,8.834,0,0,0,50,42.585,0,0,0,100,80.15,0,0,0
0.05_0.05,0.05,0.05,21,5,TRUE,608,662,0.918,0,0,0,0,0,0,0,0,0,0.05_0.05_21_5_True,10,4539.229,0,0,0,50,125.13,0,0,0,100,4856.719,0,0,0
0.05_0.05,0.05,0.05,21,5,FALSE,1459,1621,0.9,0,0,0,0,0,0,0,0,0,0.05_0.05_21_5_False,10,8.242,0,0,0,50,45.538,0,0,0,100,85.069,0,0,0
0.05_0.05,0.05,0.05,21,6,TRUE,478,525,0.91,0,0,0,0,0,0,0,0,0,0.05_0.05_21_6_True,10,8390.555,0,0,0,50,25945.763,0,0,0,100,9364.194,0,0,0
0.05_0.05,0.05,0.05,21,6,FALSE,1555,1715,0.907,0,0,0,0,0,0,0,0,0,0.05_0.05_21_6_False,10,9.563,0,0,0,50,45.91,0,0,0,100,78.768,0,0,0
0.05_0.05,0.05,0.05,21,7,TRUE,656,713,0.92,0,0,0,0,0,0,0,0,0,0.05_0.05_21_7_True,10,840.939,0,0,0,50,370.651,0,0,0,100,536.107,0,0,0
