learningRate,explorationRate,playerHandValue,dealerUpCardValue,usableAce,standGamesWon,standTotalGames,standAvgWinRate,hitGamesWon,hitTotalGames,hitAvgWinRate,doubleDownGamesWon,doubleDownTotalGames,doubleDownAvgWinRate,splitGamesWon,splitTotalGames,splitAvgWinRate,joinKey,minBet_bet,minBet_standQvalue,minBet_hitQvalue,minBet_doubleDownQvalue,minBet_splitQvalue,midBet_bet,midBet_standQvalue,midBet_hitQvalue,midBet_doubleDownQvalue,midBet_splitQvalue,maxBet_bet,maxBet_standQvalue,maxBet_hitQvalue,maxBet_doubleDownQvalue,maxBet_splitQvalue,joinKey_Q
0.1,0.5,9,9,False,0,0,0.0,812,2308,0.35181975736568455,290,778,0.37275064267352187,0,0,0.0,0.1_0.5_9_9_False,10,-99999999.0,2.835,-5.975,0.0,50,-99999999.0,-7.514,-19.17,0.0,100,-99999999.0,-8.673,-102.04,0.0,0.1_0.5_9_9_False
0.1,0.5,9,10,True,0,0,0.0,99,291,0.3402061855670103,0,0,0.0,0,0,0.0,0.1_0.5_9_10_True,10,-99999999.0,-4.812,0.0,0.0,50,-99999999.0,-18.508,0.0,0.0,100,-99999999.0,-55.182,0.0,0.0,0.1_0.5_9_10_True
0.1,0.5,9,10,False,0,0,0.0,3221,9468,0.340198563582594,675,2033,0.3320216428922774,0,0,0.0,0.1_0.5_9_10_False,10,-99999999.0,-2.521,-8.629,0.0,50,-99999999.0,-8.659,-50.918,0.0,100,-99999999.0,10.964,-134.7,0.0,0.1_0.5_9_10_False
0.1,0.5,10,1,True,0,0,0.0,21,38,0.5526315789473685,0,0,0.0,0,0,0.0,0.1_0.5_10_1_True,10,-99999999.0,-5.799,0.0,0.0,50,-99999999.0,-18.261,0.0,0.0,100,-99999999.0,-61.206,0.0,0.0,0.1_0.5_10_1_True
0.1,0.5,10,1,False,0,0,0.0,816,1908,0.4276729559748428,245,577,0.4246100519930676,10,60,0.16666666666666666,0.1_0.5_10_1_False,10,-99999999.0,-1.229,-8.494,-9.233,50,-99999999.0,9.608,-12.785,-37.68,100,-99999999.0,11.793,-49.902,-97.305,0.1_0.5_10_1_False
0.1,0.5,10,2,True,0,0,0.0,54,90,0.6,0,0,0.0,0,0,0.0,0.1_0.5_10_2_True,10,-99999999.0,-0.989,0.0,0.0,50,-99999999.0,-8.648,0.0,0.0,100,-99999999.0,-14.189,0.0,0.0,0.1_0.5_10_2_True
0.1,0.5,10,2,False,0,0,0.0,1226,2394,0.5121136173767753,589,1137,0.5180299032541776,49,126,0.3888888888888889,0.1_0.5_10_2_False,10,-99999999.0,-4.057,0.055,-2.907,50,-99999999.0,8.846,-9.984,-33.852,100,-99999999.0,43.696,-33.769,-91.881,0.1_0.5_10_2_False
0.1,0.5,10,3,True,0,0,0.0,58,92,0.6304347826086957,0,0,0.0,0,0,0.0,0.1_0.5_10_3_True,10,-99999999.0,-4.251,0.0,0.0,50,-99999999.0,-9.446,0.0,0.0,100,-99999999.0,38.169,0.0,0.0,0.1_0.5_10_3_True
0.1,0.5,10,3,False,0,0,0.0,995,1932,0.5150103519668737,959,1704,0.562793427230047,36,98,0.3673469387755102,0.1_0.5_10_3_False,10,-99999999.0,0.908,-2.527,-7.208,50,-99999999.0,13.133,-20.738,-23.454,100,-99999999.0,47.98,-18.442,-44.217,0.1_0.5_10_3_False
0.1,0.5,10,4,True,0,0,0.0,52,91,0.5714285714285714,0,0,0.0,0,0,0.0,0.1_0.5_10_4_True,10,-99999999.0,0.95,0.0,0.0,50,-99999999.0,-16.983,0.0,0.0,100,-99999999.0,-50.766,0.0,0.0,0.1_0.5_10_4_True
0.1,0.5,10,4,False,0,0,0.0,1147,2142,0.5354808590102708,815,1419,0.5743481324876674,67,152,0.4407894736842105,0.1_0.5_10_4_False,10,-99999999.0,2.112,-2.626,-3.213,50,-99999999.0,17.376,-27.447,-21.533,100,-99999999.0,17.742,-28.8,-37.997,0.1_0.5_10_4_False
0.1,0.5,10,5,True,0,0,0.0,51,88,0.5795454545454546,0,0,0.0,0,0,0.0,0.1_0.5_10_5_True,10,-99999999.0,3.001,0.0,0.0,50,-99999999.0,-6.225,0.0,0.0,100,-99999999.0,-70.557,0.0,0.0,0.1_0.5_10_5_True
0.1,0.5,10,5,False,0,0,0.0,998,1845,0.5409214092140922,1050,1755,0.5982905982905983,35,104,0.33653846153846156,0.1_0.5_10_5_False,10,-99999999.0,4.683,-4.036,-6.656,50,-99999999.0,6.155,27.381,-17.725,100,-99999999.0,-18.632,69.164,-78.362,0.1_0.5_10_5_False
0.1,0.5,10,6,True,0,0,0.0,61,87,0.7011494252873564,0,0,0.0,0,0,0.0,0.1_0.5_10_6_True,10,-99999999.0,-4.084,0.0,0.0,50,-99999999.0,-6.129,0.0,0.0,100,-99999999.0,35.11,0.0,0.0,0.1_0.5_10_6_True
0.1,0.5,10,6,False,0,0,0.0,1150,2022,0.5687438180019783,1002,1626,0.6162361623616236,33,86,0.38372093023255816,0.1_0.5_10_6_False,10,-99999999.0,4.771,-1.114,-7.272,50,-99999999.0,20.08,-24.614,-16.458,100,-99999999.0,23.614,-34.797,-16.123,0.1_0.5_10_6_False
0.1,0.5,10,7,True,0,0,0.0,50,88,0.5681818181818182,0,0,0.0,0,0,0.0,0.1_0.5_10_7_True,10,-99999999.0,-3.358,0.0,0.0,50,-99999999.0,-18.45,0.0,0.0,100,-99999999.0,-44.298,0.0,0.0,0.1_0.5_10_7_True
0.1,0.5,10,7,False,0,0,0.0,1138,2116,0.5378071833648393,946,1634,0.5789473684210527,51,122,0.4180327868852459,0.1_0.5_10_7_False,10,-99999999.0,1.866,-0.171,-3.701,50,-99999999.0,9.721,-24.957,-15.124,100,-99999999.0,29.876,-20.953,-83.818,0.1_0.5_10_7_False
0.1,0.5,10,8,True,0,0,0.0,58,89,0.651685393258427,0,0,0.0,0,0,0.0,0.1_0.5_10_8_True,10,-99999999.0,-4.181,0.0,0.0,50,-99999999.0,-26.774,0.0,0.0,100,-99999999.0,-19.36,0.0,0.0,0.1_0.5_10_8_True
0.1,0.5,10,8,False,0,0,0.0,1071,2190,0.48904109589041095,752,1368,0.5497076023391813,42,110,0.38181818181818183,0.1_0.5_10_8_False,10,-99999999.0,4.13,-2.827,-4.431,50,-99999999.0,17.233,-25.897,-26.252,100,-99999999.0,-7.956,-43.316,-40.069,0.1_0.5_10_8_False
0.1,0.5,10,9,True,0,0,0.0,44,84,0.5238095238095238,0,0,0.0,0,0,0.0,0.1_0.5_10_9_True,10,-99999999.0,-6.091,0.0,0.0,50,-99999999.0,-22.486,0.0,0.0,100,-99999999.0,-47.031,0.0,0.0,0.1_0.5_10_9_True
0.1,0.5,10,9,False,0,0,0.0,1239,2612,0.47434915773353753,544,1114,0.4883303411131059,38,130,0.2923076923076923,0.1_0.5_10_9_False,10,-99999999.0,-0.711,-5.582,-7.634,50,-99999999.0,20.237,-35.585,-51.095,100,-99999999.0,33.786,-56.545,-111.515,0.1_0.5_10_9_False
0.1,0.5,10,10,True,0,0,0.0,142,340,0.4176470588235294,0,0,0.0,0,0,0.0,0.1_0.5_10_10_True,10,-99999999.0,-5.555,0.0,0.0,50,-99999999.0,-14.246,0.0,0.0,100,-99999999.0,-73.878,0.0,0.0,0.1_0.5_10_10_True
0.1,0.5,10,10,False,0,0,0.0,3974,9952,0.39931672025723475,1502,3586,0.41885108756274403,87,308,0.2824675324675325,0.1_0.5_10_10_False,10,-99999999.0,-0.884,-6.972,-10.141,50,-99999999.0,-7.396,-25.528,-24.469,100,-99999999.0,10.446,-39.467,-58.873,0.1_0.5_10_10_False
0.1,0.5,11,1,True,0,0,0.0,115,225,0.5111111111111111,0,0,0.0,0,0,0.0,0.1_0.5_11_1_True,10,-99999999.0,-5.511,0.0,0.0,50,-99999999.0,-15.508,0.0,0.0,100,-99999999.0,-72.258,0.0,0.0,0.1_0.5_11_1_True
0.1,0.5,11,1,False,0,0,0.0,1043,2099,0.496903287279657,457,876,0.521689497716895,0,0,0.0,0.1_0.5_11_1_False,10,-99999999.0,0.774,-6.854,0.0,50,-99999999.0,-3.297,-13.389,0.0,100,-99999999.0,-11.359,-60.985,0.0,0.1_0.5_11_1_False
0.1,0.5,11,2,True,0,0,0.0,188,311,0.6045016077170418,0,0,0.0,0,0,0.0,0.1_0.5_11_2_True,10,-99999999.0,0.56,0.0,0.0,50,-99999999.0,3.365,0.0,0.0,100,-99999999.0,-39.456,0.0,0.0,0.1_0.5_11_2_True
0.1,0.5,11,2,False,0,0,0.0,1464,2679,0.5464725643896976,896,1582,0.5663716814159292,0,0,0.0,0.1_0.5_11_2_False,10,-99999999.0,0.344,-5.436,0.0,50,-99999999.0,1.67,-13.703,0.0,100,-99999999.0,-9.796,-30.359,0.0,0.1_0.5_11_2_False
0.1,0.5,11,3,True,0,0,0.0,186,309,0.6019417475728155,0,0,0.0,0,0,0.0,0.1_0.5_11_3_True,10,-99999999.0,-1.529,0.0,0.0,50,-99999999.0,-16.404,0.0,0.0,100,-99999999.0,-48.226,0.0,0.0,0.1_0.5_11_3_True
0.1,0.5,11,3,False,0,0,0.0,1311,2319,0.5653298835705045,1161,1932,0.6009316770186336,0,0,0.0,0.1_0.5_11_3_False,10,-99999999.0,3.96,-0.244,0.0,50,-99999999.0,10.488,-9.211,0.0,100,-99999999.0,42.249,-30.459,0.0,0.1_0.5_11_3_False
0.1,0.5,11,4,True,0,0,0.0,172,306,0.5620915032679739,0,0,0.0,0,0,0.0,0.1_0.5_11_4_True,10,-99999999.0,-4.041,0.0,0.0,50,-99999999.0,-23.313,0.0,0.0,100,-99999999.0,-25.762,0.0,0.0,0.1_0.5_11_4_True
0.1,0.5,11,4,False,0,0,0.0,1566,2667,0.5871766029246345,1004,1667,0.6022795440911818,0,0,0.0,0.1_0.5_11_4_False,10,-99999999.0,1.766,0.554,0.0,50,-99999999.0,5.456,40.541,0.0,100,-99999999.0,28.849,-38.526,0.0,0.1_0.5_11_4_False
0.1,0.5,11,5,True,0,0,0.0,170,294,0.5782312925170068,0,0,0.0,0,0,0.0,0.1_0.5_11_5_True,10,-99999999.0,-3.504,0.0,0.0,50,-99999999.0,-8.021,0.0,0.0,100,-99999999.0,-30.43,0.0,0.0,0.1_0.5_11_5_True
0.1,0.5,11,5,False,0,0,0.0,1581,2648,0.5970543806646526,999,1627,0.6140135218192994,0,0,0.0,0.1_0.5_11_5_False,10,-99999999.0,4.508,-3.195,0.0,50,-99999999.0,8.171,-18.907,0.0,100,-99999999.0,3.845,-23.519,0.0,0.1_0.5_11_5_False
0.1,0.5,11,6,True,0,0,0.0,190,292,0.6506849315068494,0,0,0.0,0,0,0.0,0.1_0.5_11_6_True,10,-99999999.0,-5.597,0.0,0.0,50,-99999999.0,-4.197,0.0,0.0,100,-99999999.0,4.541,0.0,0.0,0.1_0.5_11_6_True
0.1,0.5,11,6,False,0,0,0.0,1508,2439,0.6182861828618286,1207,1905,0.6335958005249344,0,0,0.0,0.1_0.5_11_6_False,10,-99999999.0,3.141,-2.758,0.0,50,-99999999.0,7.113,34.547,0.0,100,-99999999.0,49.706,-0.655,0.0,0.1_0.5_11_6_False
0.1,0.5,11,7,True,0,0,0.0,154,258,0.5968992248062015,0,0,0.0,0,0,0.0,0.1_0.5_11_7_True,10,-99999999.0,-2.612,0.0,0.0,50,-99999999.0,-25.393,0.0,0.0,100,-99999999.0,-71.707,0.0,0.0,0.1_0.5_11_7_True
0.1,0.5,11,7,False,0,0,0.0,1667,2898,0.5752242926155969,860,1480,0.581081081081081,0,0,0.0,0.1_0.5_11_7_False,10,-99999999.0,3.977,-3.183,0.0,50,-99999999.0,-4.19,-19.611,0.0,100,-99999999.0,41.689,-39.391,0.0,0.1_0.5_11_7_False
0.1,0.5,11,8,True,0,0,0.0,186,326,0.5705521472392638,0,0,0.0,0,0,0.0,0.1_0.5_11_8_True,10,-99999999.0,-6.527,0.0,0.0,50,-99999999.0,-33.935,0.0,0.0,100,-99999999.0,0.419,0.0,0.0,0.1_0.5_11_8_True
0.1,0.5,11,8,False,0,0,0.0,1560,2820,0.5531914893617021,821,1478,0.5554803788903924,0,0,0.0,0.1_0.5_11_8_False,10,-99999999.0,1.887,-3.829,0.0,50,-99999999.0,9.84,-15.626,0.0,100,-99999999.0,50.336,-26.027,0.0,0.1_0.5_11_8_False
0.1,0.5,11,9,True,0,0,0.0,162,305,0.5311475409836065,0,0,0.0,0,0,0.0,0.1_0.5_11_9_True,10,-99999999.0,-6.344,0.0,0.0,50,-99999999.0,-24.255,0.0,0.0,100,-99999999.0,-74.954,0.0,0.0,0.1_0.5_11_9_True
0.1,0.5,11,9,False,0,0,0.0,1519,3074,0.49414443721535456,621,1223,0.5077677841373671,0,0,0.0,0.1_0.5_11_9_False,10,-99999999.0,3.321,-6.653,0.0,50,-99999999.0,6.228,-31.857,0.0,100,-99999999.0,-0.025,-40.095,0.0,0.1_0.5_11_9_False
0.1,0.5,11,10,True,0,0,0.0,572,1086,0.5267034990791897,0,0,0.0,0,0,0.0,0.1_0.5_11_10_True,10,-99999999.0,-4.932,0.0,0.0,50,-99999999.0,-42.967,0.0,0.0,100,-99999999.0,-55.99,0.0,0.0,0.1_0.5_11_10_True
0.1,0.5,11,10,False,0,0,0.0,5685,11357,0.500572334243198,2562,4982,0.5142513046969088,0,0,0.0,0.1_0.5_11_10_False,10,-99999999.0,-2.958,-7.287,0.0,50,-99999999.0,7.16,-25.451,0.0,100,-99999999.0,28.262,-53.392,0.0,0.1_0.5_11_10_False
0.1,0.5,12,1,True,3,25,0.12,20,49,0.40816326530612246,0,0,0.0,0,0,0.0,0.1_0.5_12_1_True,10,-3.905,-3.447,0.0,0.0,50,-23.162,-23.303,0.0,0.0,100,-56.524,-48.556,0.0,0.0,0.1_0.5_12_1_True
0.1,0.5,12,1,False,213,1123,0.18967052537845058,1083,4223,0.2564527587023443,135,534,0.25280898876404495,16,76,0.21052631578947367,0.1_0.5_12_1_False,10,-9.462,-5.747,-13.099,-9.247,50,-48.178,-40.809,-58.22,-44.295,100,-82.849,-45.486,-99.781,-72.287,0.1_0.5_12_1_False
0.1,0.5,12,2,True,18,48,0.375,27,47,0.574468085106383,0,0,0.0,0,0,0.0,0.1_0.5_12_2_True,10,-3.407,-2.762,0.0,0.0,50,-7.766,1.957,0.0,0.0,100,-40.234,-46.115,0.0,0.0,0.1_0.5_12_2_True
0.1,0.5,12,2,False,1240,3512,0.3530751708428246,1231,3737,0.3294086165373294,269,801,0.3358302122347066,73,198,0.3686868686868687,0.1_0.5_12_2_False,10,-8.149,1.759,-11.413,-7.402,50,-16.022,-34.177,-43.24,-55.502,100,6.3,-74.398,-85.681,-100.228,0.1_0.5_12_2_False
0.1,0.5,12,3,True,22,55,0.4,28,57,0.49122807017543857,0,0,0.0,0,0,0.0,0.1_0.5_12_3_True,10,-3.277,-3.503,0.0,0.0,50,-0.998,-25.137,0.0,0.0,100,-0.939,-31.066,0.0,0.0,0.1_0.5_12_3_True
0.1,0.5,12,3,False,1589,4110,0.38661800486618003,1080,3187,0.33887668653906494,294,834,0.35251798561151076,88,216,0.4074074074074074,0.1_0.5_12_3_False,10,-6.629,-2.706,-9.583,-4.312,50,12.666,-27.267,-35.585,-28.867,100,37.191,-74.224,-51.831,-20.364,0.1_0.5_12_3_False
0.1,0.5,12,4,True,31,70,0.44285714285714284,15,29,0.5172413793103449,0,0,0.0,0,0,0.0,0.1_0.5_12_4_True,10,-2.924,-2.475,0.0,0.0,50,-5.327,-23.428,0.0,0.0,100,-37.281,3.163,0.0,0.0,0.1_0.5_12_4_True
0.1,0.5,12,4,False,1751,4384,0.3994069343065693,986,2940,0.33537414965986395,305,865,0.35260115606936415,132,318,0.41509433962264153,0.1_0.5_12_4_False,10,-6.708,-2.138,-7.917,-5.325,50,-35.154,-11.845,-38.697,-41.377,100,-12.405,-70.315,-60.871,-59.453,0.1_0.5_12_4_False
0.1,0.5,12,5,True,23,58,0.39655172413793105,16,43,0.37209302325581395,0,0,0.0,0,0,0.0,0.1_0.5_12_5_True,10,-3.252,-3.894,0.0,0.0,50,-8.978,-3.226,0.0,0.0,100,-37.148,-45.256,0.0,0.0,0.1_0.5_12_5_True
0.1,0.5,12,5,False,1846,4433,0.41642228739002934,924,2679,0.3449048152295633,410,1051,0.390104662226451,151,326,0.46319018404907975,0.1_0.5_12_5_False,10,-1.902,-7.79,-7.473,-5.08,50,-3.269,-32.865,-45.363,-29.084,100,-48.371,-28.067,-81.365,-39.875,0.1_0.5_12_5_False
0.1,0.5,12,6,True,41,79,0.5189873417721519,23,41,0.5609756097560976,0,0,0.0,0,0,0.0,0.1_0.5_12_6_True,10,-2.688,-2.477,0.0,0.0,50,15.361,-13.915,0.0,0.0,100,-3.806,-38.742,0.0,0.0,0.1_0.5_12_6_True
0.1,0.5,12,6,False,1533,3614,0.4241837299391256,1308,3568,0.3665919282511211,376,965,0.38963730569948185,102,218,0.46788990825688076,0.1_0.5_12_6_False,10,4.246,-5.968,-8.53,-7.039,50,1.486,-30.805,-30.794,8.87,100,-58.677,-2.132,-65.028,-56.397,0.1_0.5_12_6_False
0.1,0.5,12,7,True,14,57,0.24561403508771928,19,46,0.41304347826086957,0,0,0.0,0,0,0.0,0.1_0.5_12_7_True,10,-2.895,-1.237,0.0,0.0,50,-26.968,-27.609,0.0,0.0,100,-67.749,-38.381,0.0,0.0,0.1_0.5_12_7_True
0.1,0.5,12,7,False,462,1810,0.25524861878453037,1766,5386,0.3278871147419235,435,1185,0.3670886075949367,37,134,0.27611940298507465,0.1_0.5_12_7_False,10,-7.72,-4.256,-11.654,-10.236,50,-35.973,-30.94,-28.015,-41.104,100,-87.099,-72.076,-80.68,-100.244,0.1_0.5_12_7_False
0.1,0.5,12,8,True,17,58,0.29310344827586204,25,50,0.5,0,0,0.0,0,0,0.0,0.1_0.5_12_8_True,10,-5.485,-3.587,0.0,0.0,50,-20.224,-21.186,0.0,0.0,100,-46.948,-13.729,0.0,0.0,0.1_0.5_12_8_True
0.1,0.5,12,8,False,497,1973,0.2519006588950836,1617,5298,0.3052095130237826,326,1004,0.3247011952191235,44,148,0.2972972972972973,0.1_0.5_12_8_False,10,-8.592,0.538,-9.619,-8.864,50,-41.591,-25.883,-72.597,-40.758,100,-88.874,-42.12,-78.373,-94.679,0.1_0.5_12_8_False
0.1,0.5,12,9,True,14,57,0.24561403508771928,11,33,0.3333333333333333,0,0,0.0,0,0,0.0,0.1_0.5_12_9_True,10,-5.144,-5.216,0.0,0.0,50,-18.24,-28.477,0.0,0.0,100,-71.757,-54.258,0.0,0.0,0.1_0.5_12_9_True
0.1,0.5,12,9,False,519,2313,0.2243839169909209,1459,5425,0.2689400921658986,238,809,0.2941903584672435,45,164,0.27439024390243905,0.1_0.5_12_9_False,10,-8.343,-3.204,-8.272,-9.81,50,-39.709,-27.542,-51.203,-51.444,100,-91.894,-46.476,-51.676,-70.14,0.1_0.5_12_9_False
0.1,0.5,12,10,True,37,207,0.178743961352657,68,189,0.35978835978835977,0,0,0.0,0,0,0.0,0.1_0.5_12_10_True,10,-4.067,-9.109,0.0,0.0,50,-45.568,-3.293,0.0,0.0,100,-83.191,-47.437,0.0,0.0,0.1_0.5_12_10_True
0.1,0.5,12,10,False,1993,8724,0.22845025217790005,4942,19292,0.25616835994194487,810,2907,0.2786377708978328,173,532,0.325187969924812,0.1_0.5_12_10_False,10,-7.62,-0.562,-10.321,-11.641,50,-41.244,-31.22,-39.353,-64.582,100,-90.933,-40.567,-85.357,-99.219,0.1_0.5_12_10_False
0.1,0.5,13,1,True,10,73,0.136986301369863,179,521,0.3435700575815739,25,82,0.3048780487804878,0,0,0.0,0.1_0.5_13_1_True,10,-7.962,-2.536,-4.393,0.0,50,-37.761,4.818,-38.192,0.0,100,-71.666,-30.415,-95.817,0.0,0.1_0.5_13_1_True
0.1,0.5,13,1,False,205,1219,0.1681706316652994,1150,4449,0.2584850528208586,118,495,0.2383838383838384,0,0,0.0,0.1_0.5_13_1_False,10,-8.632,-5.753,-10.358,0.0,50,-47.03,-25.444,-82.263,0.0,100,-79.595,-68.447,-106.128,0.0,0.1_0.5_13_1_False
0.1,0.5,13,2,True,79,226,0.3495575221238938,243,562,0.43238434163701067,47,126,0.373015873015873,0,0,0.0,0.1_0.5_13_2_True,10,-5.021,-2.338,-8.038,0.0,50,-23.018,-30.015,-32.993,0.0,100,-69.059,20.247,-110.003,0.0,0.1_0.5_13_2_True
0.1,0.5,13,2,False,1473,4297,0.34279730044216894,927,3200,0.2896875,214,724,0.2955801104972376,0,0,0.0,0.1_0.5_13_2_False,10,-2.698,-6.804,-5.301,0.0,50,-37.087,-39.724,-43.513,0.0,100,18.366,-80.917,-90.234,0.0,0.1_0.5_13_2_False
0.1,0.5,13,3,True,99,248,0.39919354838709675,290,596,0.4865771812080537,40,119,0.33613445378151263,0,0,0.0,0.1_0.5_13_3_True,10,-3.775,-1.246,-3.712,0.0,50,5.31,-25.704,-40.022,0.0,100,-29.362,41.928,-91.34,0.0,0.1_0.5_13_3_True
0.1,0.5,13,3,False,1618,4372,0.37008234217749314,896,2943,0.30445124023105674,204,658,0.3100303951367781,0,0,0.0,0.1_0.5_13_3_False,10,-3.346,-6.249,-10.646,0.0,50,-24.801,-36.639,-39.541,0.0,100,-62.995,-25.095,-63.55,0.0,0.1_0.5_13_3_False
0.1,0.5,13,4,True,87,218,0.39908256880733944,308,622,0.49517684887459806,57,140,0.40714285714285714,0,0,0.0,0.1_0.5_13_4_True,10,-3.59,1.591,-8.658,0.0,50,-37.809,36.153,-34.281,0.0,100,-11.382,-52.677,-61.702,0.0,0.1_0.5_13_4_True
0.1,0.5,13,4,False,1541,3950,0.390126582278481,1143,3514,0.32527034718269776,246,762,0.3228346456692913,0,0,0.0,0.1_0.5_13_4_False,10,0.625,-7.727,-10.302,0.0,50,-9.985,-36.257,-55.323,0.0,100,-70.727,-2.337,-73.371,0.0,0.1_0.5_13_4_False
0.1,0.5,13,5,True,122,289,0.42214532871972316,305,575,0.5304347826086957,26,103,0.2524271844660194,0,0,0.0,0.1_0.5_13_5_True,10,-3.16,0.266,-10.677,0.0,50,-22.027,2.683,-26.911,0.0,100,-41.927,41.649,-49.374,0.0,0.1_0.5_13_5_True
0.1,0.5,13,5,False,1970,4599,0.4283539899978256,886,2639,0.33573323228495644,323,901,0.3584905660377358,0,0,0.0,0.1_0.5_13_5_False,10,-1.131,-6.546,-6.675,0.0,50,-34.172,-25.678,-36.938,0.0,100,-4.584,-68.896,-82.532,0.0,0.1_0.5_13_5_False
0.1,0.5,13,6,True,90,224,0.4017857142857143,307,627,0.48963317384370014,46,118,0.3898305084745763,0,0,0.0,0.1_0.5_13_6_True,10,-5.668,-2.701,-5.013,0.0,50,-30.678,-10.092,-31.492,0.0,100,-24.92,19.643,-36.937,0.0,0.1_0.5_13_6_True
0.1,0.5,13,6,False,1994,4598,0.4336668116572423,984,2857,0.34441722086104304,283,806,0.3511166253101737,0,0,0.0,0.1_0.5_13_6_False,10,0.449,-6.626,-14.087,0.0,50,-1.692,-38.295,-37.576,0.0,100,27.27,-70.275,-75.793,0.0,0.1_0.5_13_6_False
0.1,0.5,13,7,True,17,105,0.1619047619047619,347,734,0.47275204359673023,41,121,0.33884297520661155,0,0,0.0,0.1_0.5_13_7_True,10,-8.164,1.314,-9.886,0.0,50,-23.436,4.951,-43.087,0.0,100,-77.343,33.248,-57.662,0.0,0.1_0.5_13_7_True
0.1,0.5,13,7,False,635,2493,0.2547131969514641,1577,5266,0.29946828712495255,267,856,0.3119158878504673,0,0,0.0,0.1_0.5_13_7_False,10,-8.34,-0.487,-8.881,0.0,50,-33.237,-0.912,-57.556,0.0,100,-64.148,-74.761,-91.071,0.0,0.1_0.5_13_7_False
0.1,0.5,13,8,True,39,168,0.23214285714285715,295,670,0.44029850746268656,33,119,0.2773109243697479,0,0,0.0,0.1_0.5_13_8_True,10,-7.035,1.313,-14.017,0.0,50,-31.997,22.572,-62.986,0.0,100,-72.554,-31.039,-45.785,0.0,0.1_0.5_13_8_True
0.1,0.5,13,8,False,561,2319,0.24191461836998707,1555,5517,0.28185608120355266,163,624,0.26121794871794873,0,0,0.0,0.1_0.5_13_8_False,10,-8.945,-0.957,-8.837,0.0,50,-30.141,-24.395,-52.676,0.0,100,-78.141,-92.831,-120.829,0.0,0.1_0.5_13_8_False
0.1,0.5,13,9,True,20,119,0.16806722689075632,296,714,0.41456582633053224,27,99,0.2727272727272727,0,0,0.0,0.1_0.5_13_9_True,10,-6.723,-4.616,-8.691,0.0,50,-36.327,-12.074,-41.995,0.0,100,-77.951,2.732,-100.684,0.0,0.1_0.5_13_9_True
0.1,0.5,13,9,False,535,2379,0.22488440521227407,1478,5521,0.2677051258829922,177,720,0.24583333333333332,0,0,0.0,0.1_0.5_13_9_False,10,-8.055,-2.653,-17.199,0.0,50,-34.738,-40.932,-44.576,0.0,100,-77.519,-24.806,-76.939,0.0,0.1_0.5_13_9_False
0.1,0.5,13,10,True,170,705,0.24113475177304963,965,2584,0.3734520123839009,98,347,0.2824207492795389,0,0,0.0,0.1_0.5_13_10_True,10,-8.491,-0.754,-8.494,0.0,50,-36.733,-15.527,-39.262,0.0,100,-43.812,-86.874,-99.978,0.0,0.1_0.5_13_10_True
0.1,0.5,13,10,False,2546,10731,0.2372565464541981,4413,18564,0.2377181641887524,644,2531,0.25444488344527855,0,0,0.0,0.1_0.5_13_10_False,10,-9.851,-1.688,-11.863,0.0,50,-35.011,-44.965,-55.756,0.0,100,-26.972,-90.477,-130.175,0.0,0.1_0.5_13_10_False
0.1,0.5,14,1,True,18,101,0.1782178217821782,192,510,0.3764705882352941,10,64,0.15625,0,0,0.0,0.1_0.5_14_1_True,10,-6.185,-2.21,-12.342,0.0,50,-35.973,-6.945,-38.693,0.0,100,-85.911,-44.871,-106.611,0.0,0.1_0.5_14_1_True
0.1,0.5,14,1,False,338,1916,0.17640918580375783,802,3587,0.22358516866462225,84,400,0.21,32,128,0.25,0.1_0.5_14_1_False,10,-8.6,-4.256,-9.81,-10.789,50,-46.634,-33.366,-74.698,-38.427,100,-59.364,-94.659,-115.434,-93.532,0.1_0.5_14_1_False
0.1,0.5,14,2,True,97,268,0.3619402985074627,316,674,0.4688427299703264,27,92,0.29347826086956524,0,0,0.0,0.1_0.5_14_2_True,10,-6.34,3.043,-10.478,0.0,50,-22.035,10.288,-46.304,0.0,100,-65.685,-21.998,-73.122,0.0,0.1_0.5_14_2_True
0.1,0.5,14,2,False,1653,4623,0.3575600259571707,714,2731,0.2614426949835225,245,764,0.3206806282722513,39,136,0.2867647058823529,0.1_0.5_14_2_False,10,-9.114,-2.592,-13.494,-11.839,50,-10.175,-43.678,-35.446,-18.772,100,-34.368,-79.503,-66.198,-81.231,0.1_0.5_14_2_False
0.1,0.5,14,3,True,101,241,0.4190871369294606,333,643,0.5178849144634525,15,75,0.2,0,0,0.0,0.1_0.5_14_3_True,10,-5.52,1.722,-9.904,0.0,50,-17.171,3.273,-56.986,0.0,100,-55.327,44.895,-131.47,0.0,0.1_0.5_14_3_True
0.1,0.5,14,3,False,1947,4999,0.38947789557911583,570,2100,0.2714285714285714,199,687,0.28966521106259097,60,178,0.33707865168539325,0.1_0.5_14_3_False,10,-3.356,-6.864,-13.243,-7.278,50,3.21,-37.527,-43.404,-18.057,100,-19.629,-68.906,-127.413,-81.615,0.1_0.5_14_3_False
0.1,0.5,14,4,True,77,224,0.34375,335,716,0.46787709497206703,27,98,0.2755102040816326,0,0,0.0,0.1_0.5_14_4_True,10,-5.927,0.712,-14.528,0.0,50,-34.56,12.579,-46.291,0.0,100,-20.339,-13.277,-102.386,0.0,0.1_0.5_14_4_True
